Sanger_Sample_ID,Pool,Original_well,Tag1,Tag2,Run,Lane,Tag,Replicate,Source_sample,Species,Conc_ng_ul,Note
mxPCR8432836,7,G4,31,7,31658,1,331,7_3d7,7_3d7,Anopheles_stephensi,0.837,"stephensi (3 days after feeding) 1st lysis, 0.837ng/ul"
mxPCR8432837,7,H4,32,7,31658,1,332,7_3d8,7_3d8,Anopheles_stephensi,0.911,"stephensi (3 days after feeding) 1st lysis, 0.911ng/ul"
mxPCR8432838,7,A5,33,7,31658,1,333,7_9d1,7_9d1,Anopheles_stephensi,1.22,"stephensi (9 days after feeding) 1st lysis, 1.22ng/ul"
mxPCR8432839,7,B5,34,7,31658,1,334,7_9d2,7_9d2,Anopheles_stephensi,0.894,"stephensi (9 days after feeding) 1st lysis, 0.894ng/ul"
mxPCR8432840,7,C5,35,7,31658,1,335,7_9d3,7_9d3,Anopheles_stephensi,0.92,"stephensi (9 days after feeding) 1st lysis, 0.92ng/ul"
mxPCR8432841,7,D5,36,7,31658,1,336,7_9d4,7_9d4,Anopheles_stephensi,0.628,"stephensi (9 days after feeding) 1st lysis, 0.628ng/ul"
mxPCR8432842,7,E5,37,7,31658,1,337,7_9d5,7_9d5,Anopheles_stephensi,1.001,"stephensi (9 days after feeding) 1st lysis, 1.001ng/ul"
mxPCR8432843,7,F5,38,7,31658,1,338,7_9d6,7_9d6,Anopheles_stephensi,0.849,"stephensi (9 days after feeding) 1st lysis, 0.849ng/ul"
mxPCR8432844,7,G5,39,7,31658,1,339,7_9d7,7_9d7,Anopheles_stephensi,1.241,"stephensi (9 days after feeding) 1st lysis, 1.241ng/ul"
mxPCR8432845,7,H5,40,7,31658,1,340,7_9d8,7_9d8,Anopheles_stephensi,0.897,"stephensi (9 days after feeding) 1st lysis, 0.897ng/ul"
mxPCR8432846,7,A6,41,7,31658,1,341,7_ps10e8,7_ps10e8,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 5ag/ul 3D7
mxPCR8432847,7,B6,42,7,31658,1,342,7_ps10e7,7_ps10e7,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 50ag/ul 3D7
mxPCR8432848,7,C6,43,7,31658,1,343,7_ps10e6,7_ps10e6,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 500ag/ul 3D7
mxPCR8432849,7,D6,44,7,31658,1,344,7_ps10e5,7_ps10e5,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 5fg/ul 3D7
mxPCR8432850,7,E6,45,7,31658,1,345,7_ps10e4,7_ps10e4,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 50fg/ul 3D7
mxPCR8432851,7,A7,49,7,31658,1,346,7_pc10e8,7_pc10e8,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 5ag/ul 3D7
mxPCR8432852,7,B7,50,7,31658,1,347,7_pc10e7,7_pc10e7,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 50ag/ul 3D7
mxPCR8432853,7,C7,51,7,31658,1,348,7_pc10e6,7_pc10e6,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 500ag/ul 3D7
mxPCR8432854,7,D7,52,7,31658,1,349,7_pc10e5,7_pc10e5,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 5fg/ul 3D7
mxPCR8432855,7,E7,53,7,31658,1,350,7_pc10e4,7_pc10e4,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 50fg/ul 3D7
mxPCR8432856,8,A1,1,8,31658,1,351,8_un1,8_un1,Anopheles_stephensi,0.83,"stephensi (unfed) 1st lysis, 0.83ng/ul"
mxPCR8432857,8,B1,2,8,31658,1,352,8_un2,8_un2,Anopheles_stephensi,0.673,"stephensi (unfed) 1st lysis, 0.673ng/ul"
mxPCR8432858,8,C1,3,8,31658,1,353,8_un3,8_un3,Anopheles_stephensi,0.771,"stephensi (unfed) 1st lysis, 0.771ng/ul"
mxPCR8432859,8,D1,4,8,31658,1,354,8_un4,8_un4,Anopheles_stephensi,0.621,"stephensi (unfed) 1st lysis, 0.621ng/ul"
mxPCR8432860,8,E1,5,8,31658,1,355,8_un5,8_un5,Anopheles_stephensi,0.804,"stephensi (unfed) 1st lysis, 0.804ng/ul"
mxPCR8432861,8,F1,6,8,31658,1,356,8_un6,8_un6,Anopheles_stephensi,0.338,"stephensi (unfed) 1st lysis, 0.338ng/ul"
mxPCR8432862,8,G1,7,8,31658,1,357,8_un7,8_un7,Anopheles_stephensi,0.552,"stephensi (unfed) 1st lysis, 0.552ng/ul"
mxPCR8432863,8,H1,8,8,31658,1,358,8_un8,8_un8,Anopheles_stephensi,0.542,"stephensi (unfed) 1st lysis, 0.542ng/ul"
mxPCR8432864,8,A2,9,8,31658,1,359,8_0d1,8_0d1,Anopheles_stephensi,1.137,"stephensi (0 hours after feeding) 1st lysis, 1.137ng/ul"
mxPCR8432865,8,B2,10,8,31658,1,360,8_0d2,8_0d2,Anopheles_stephensi,1.122,"stephensi (0 hours after feeding) 1st lysis, 1.122ng/ul"
mxPCR8432866,8,C2,11,8,31658,1,361,8_0d3,8_0d3,Anopheles_stephensi,0.918,"stephensi (0 hours after feeding) 1st lysis, 0.918ng/ul"
mxPCR8432867,8,D2,12,8,31658,1,362,8_0d4,8_0d4,Anopheles_stephensi,0.863,"stephensi (0 hours after feeding) 1st lysis, 0.863ng/ul"
mxPCR8432868,8,E2,13,8,31658,1,363,8_0d5,8_0d5,Anopheles_stephensi,0.533,"stephensi (0 hours after feeding) 1st lysis, 0.533ng/ul"
mxPCR8432869,8,F2,14,8,31658,1,364,8_0d6,8_0d6,Anopheles_stephensi,0.709,"stephensi (0 hours after feeding) 1st lysis, 0.709ng/ul"
mxPCR8432870,8,G2,15,8,31658,1,365,8_0d7,8_0d7,Anopheles_stephensi,0.975,"stephensi (0 hours after feeding) 1st lysis, 0.975ng/ul"
mxPCR8432871,8,H2,16,8,31658,1,366,8_0d8,8_0d8,Anopheles_stephensi,0.968,"stephensi (0 hours after feeding) 1st lysis, 0.968ng/ul"
mxPCR8432872,8,A3,17,8,31658,1,367,8_1d1,8_1d1,Anopheles_stephensi,1.541,"stephensi (24 hours after feeding) 1st lysis, 1.541ng/ul"
mxPCR8432873,8,B3,18,8,31658,1,368,8_1d2,8_1d2,Anopheles_stephensi,1.396,"stephensi (24 hours after feeding) 1st lysis, 1.396ng/ul"
mxPCR8432874,8,C3,19,8,31658,1,369,8_1d3,8_1d3,Anopheles_stephensi,1.484,"stephensi (24 hours after feeding) 1st lysis, 1.484ng/ul"
mxPCR8432875,8,D3,20,8,31658,1,370,8_1d4,8_1d4,Anopheles_stephensi,1.574,"stephensi (24 hours after feeding) 1st lysis, 1.574ng/ul"
mxPCR8432876,8,E3,21,8,31658,1,371,8_1d5,8_1d5,Anopheles_stephensi,1.348,"stephensi (24 hours after feeding) 1st lysis, 1.348ng/ul"
mxPCR8432877,8,F3,22,8,31658,1,372,8_1d6,8_1d6,Anopheles_stephensi,1.565,"stephensi (24 hours after feeding) 1st lysis, 1.565ng/ul"
mxPCR8432878,8,G3,23,8,31658,1,373,8_1d7,8_1d7,Anopheles_stephensi,1.47,"stephensi (24 hours after feeding) 1st lysis, 1.47ng/ul"
mxPCR8432879,8,H3,24,8,31658,1,374,8_1d8,8_1d8,Anopheles_stephensi,2.107,"stephensi (24 hours after feeding) 1st lysis, 2.107ng/ul"
mxPCR8432880,8,A4,25,8,31658,1,375,8_3d1,8_3d1,Anopheles_stephensi,0.937,"stephensi (3 days after feeding) 1st lysis, 0.937ng/ul"
mxPCR8432881,8,B4,26,8,31658,1,376,8_3d2,8_3d2,Anopheles_stephensi,1.175,"stephensi (3 days after feeding) 1st lysis, 1.175ng/ul"
mxPCR8432882,8,C4,27,8,31658,1,377,8_3d3,8_3d3,Anopheles_stephensi,1.13,"stephensi (3 days after feeding) 1st lysis, 1.13ng/ul"
mxPCR8432883,8,D4,28,8,31658,1,378,8_3d4,8_3d4,Anopheles_stephensi,1.018,"stephensi (3 days after feeding) 1st lysis, 1.018ng/ul"
mxPCR8432884,8,E4,29,8,31658,1,379,8_3d5,8_3d5,Anopheles_stephensi,1.61,"stephensi (3 days after feeding) 1st lysis, 1.61ng/ul"
mxPCR8432885,8,F4,30,8,31658,1,380,8_3d6,8_3d6,Anopheles_stephensi,0.992,"stephensi (3 days after feeding) 1st lysis, 0.992ng/ul"
mxPCR8432886,8,G4,31,8,31658,1,381,8_3d7,8_3d7,Anopheles_stephensi,0.837,"stephensi (3 days after feeding) 1st lysis, 0.837ng/ul"
mxPCR8432887,8,H4,32,8,31658,1,382,8_3d8,8_3d8,Anopheles_stephensi,0.911,"stephensi (3 days after feeding) 1st lysis, 0.911ng/ul"
mxPCR8432888,8,A5,33,8,31658,1,383,8_9d1,8_9d1,Anopheles_stephensi,1.22,"stephensi (9 days after feeding) 1st lysis, 1.22ng/ul"
mxPCR8432889,8,B5,34,8,31658,1,384,8_9d2,8_9d2,Anopheles_stephensi,0.894,"stephensi (9 days after feeding) 1st lysis, 0.894ng/ul"
mxPCR8432890,8,C5,35,8,31658,1,385,8_9d3,8_9d3,Anopheles_stephensi,0.92,"stephensi (9 days after feeding) 1st lysis, 0.92ng/ul"
mxPCR8432891,8,D5,36,8,31658,1,386,8_9d4,8_9d4,Anopheles_stephensi,0.628,"stephensi (9 days after feeding) 1st lysis, 0.628ng/ul"
mxPCR8432892,8,E5,37,8,31658,1,387,8_9d5,8_9d5,Anopheles_stephensi,1.001,"stephensi (9 days after feeding) 1st lysis, 1.001ng/ul"
mxPCR8432893,8,F5,38,8,31658,1,388,8_9d6,8_9d6,Anopheles_stephensi,0.849,"stephensi (9 days after feeding) 1st lysis, 0.849ng/ul"
mxPCR8432894,8,G5,39,8,31658,1,389,8_9d7,8_9d7,Anopheles_stephensi,1.241,"stephensi (9 days after feeding) 1st lysis, 1.241ng/ul"
mxPCR8432895,8,H5,40,8,31658,1,390,8_9d8,8_9d8,Anopheles_stephensi,0.897,"stephensi (9 days after feeding) 1st lysis, 0.897ng/ul"
mxPCR8432896,8,A6,41,8,31658,1,391,8_ps10e8,8_ps10e8,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 5ag/ul 3D7
mxPCR8432897,8,B6,42,8,31658,1,392,8_ps10e7,8_ps10e7,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 50ag/ul 3D7
mxPCR8432898,8,C6,43,8,31658,1,393,8_ps10e6,8_ps10e6,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 500ag/ul 3D7
mxPCR8432899,8,D6,44,8,31658,1,394,8_ps10e5,8_ps10e5,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 5fg/ul 3D7
mxPCR8432900,8,E6,45,8,31658,1,395,8_ps10e4,8_ps10e4,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 50fg/ul 3D7
mxPCR8432901,8,A7,49,8,31658,1,396,8_pc10e8,8_pc10e8,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 5ag/ul 3D7
mxPCR8432902,8,B7,50,8,31658,1,397,8_pc10e7,8_pc10e7,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 50ag/ul 3D7
mxPCR8432903,8,C7,51,8,31658,1,398,8_pc10e6,8_pc10e6,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 500ag/ul 3D7
mxPCR8432904,8,D7,52,8,31658,1,399,8_pc10e5,8_pc10e5,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 5fg/ul 3D7
mxPCR8432905,8,E7,53,8,31658,1,400,8_pc10e4,8_pc10e4,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 50fg/ul 3D7
mxPCR8432906,9,A1,1,9,31658,1,401,9_un1,9_un1,Anopheles_stephensi,0.83,"stephensi (unfed) 1st lysis, 0.83ng/ul"
mxPCR8432907,9,B1,2,9,31658,1,402,9_un2,9_un2,Anopheles_stephensi,0.673,"stephensi (unfed) 1st lysis, 0.673ng/ul"
mxPCR8432908,9,C1,3,9,31658,1,403,9_un3,9_un3,Anopheles_stephensi,0.771,"stephensi (unfed) 1st lysis, 0.771ng/ul"
mxPCR8432909,9,D1,4,9,31658,1,404,9_un4,9_un4,Anopheles_stephensi,0.621,"stephensi (unfed) 1st lysis, 0.621ng/ul"
mxPCR8432910,9,E1,5,9,31658,1,405,9_un5,9_un5,Anopheles_stephensi,0.804,"stephensi (unfed) 1st lysis, 0.804ng/ul"
mxPCR8432911,9,F1,6,9,31658,1,406,9_un6,9_un6,Anopheles_stephensi,0.338,"stephensi (unfed) 1st lysis, 0.338ng/ul"
mxPCR8432912,9,G1,7,9,31658,1,407,9_un7,9_un7,Anopheles_stephensi,0.552,"stephensi (unfed) 1st lysis, 0.552ng/ul"
mxPCR8432913,9,H1,8,9,31658,1,408,9_un8,9_un8,Anopheles_stephensi,0.542,"stephensi (unfed) 1st lysis, 0.542ng/ul"
mxPCR8432914,9,A2,9,9,31658,1,409,9_0d1,9_0d1,Anopheles_stephensi,1.137,"stephensi (0 hours after feeding) 1st lysis, 1.137ng/ul"
mxPCR8432915,9,B2,10,9,31658,1,410,9_0d2,9_0d2,Anopheles_stephensi,1.122,"stephensi (0 hours after feeding) 1st lysis, 1.122ng/ul"
mxPCR8432916,9,C2,11,9,31658,1,411,9_0d3,9_0d3,Anopheles_stephensi,0.918,"stephensi (0 hours after feeding) 1st lysis, 0.918ng/ul"
mxPCR8432917,9,D2,12,9,31658,1,412,9_0d4,9_0d4,Anopheles_stephensi,0.863,"stephensi (0 hours after feeding) 1st lysis, 0.863ng/ul"
mxPCR8432918,9,E2,13,9,31658,1,413,9_0d5,9_0d5,Anopheles_stephensi,0.533,"stephensi (0 hours after feeding) 1st lysis, 0.533ng/ul"
mxPCR8432919,9,F2,14,9,31658,1,414,9_0d6,9_0d6,Anopheles_stephensi,0.709,"stephensi (0 hours after feeding) 1st lysis, 0.709ng/ul"
mxPCR8432920,9,G2,15,9,31658,1,415,9_0d7,9_0d7,Anopheles_stephensi,0.975,"stephensi (0 hours after feeding) 1st lysis, 0.975ng/ul"
mxPCR8432921,9,H2,16,9,31658,1,416,9_0d8,9_0d8,Anopheles_stephensi,0.968,"stephensi (0 hours after feeding) 1st lysis, 0.968ng/ul"
mxPCR8432922,9,A3,17,9,31658,1,417,9_1d1,9_1d1,Anopheles_stephensi,1.541,"stephensi (24 hours after feeding) 1st lysis, 1.541ng/ul"
mxPCR8432923,9,B3,18,9,31658,1,418,9_1d2,9_1d2,Anopheles_stephensi,1.396,"stephensi (24 hours after feeding) 1st lysis, 1.396ng/ul"
mxPCR8432924,9,C3,19,9,31658,1,419,9_1d3,9_1d3,Anopheles_stephensi,1.484,"stephensi (24 hours after feeding) 1st lysis, 1.484ng/ul"
mxPCR8432925,9,D3,20,9,31658,1,420,9_1d4,9_1d4,Anopheles_stephensi,1.574,"stephensi (24 hours after feeding) 1st lysis, 1.574ng/ul"
mxPCR8432926,9,E3,21,9,31658,1,421,9_1d5,9_1d5,Anopheles_stephensi,1.348,"stephensi (24 hours after feeding) 1st lysis, 1.348ng/ul"
mxPCR8432927,9,F3,22,9,31658,1,422,9_1d6,9_1d6,Anopheles_stephensi,1.565,"stephensi (24 hours after feeding) 1st lysis, 1.565ng/ul"
mxPCR8432928,9,G3,23,9,31658,1,423,9_1d7,9_1d7,Anopheles_stephensi,1.47,"stephensi (24 hours after feeding) 1st lysis, 1.47ng/ul"
mxPCR8432929,9,H3,24,9,31658,1,424,9_1d8,9_1d8,Anopheles_stephensi,2.107,"stephensi (24 hours after feeding) 1st lysis, 2.107ng/ul"
mxPCR8432930,9,A4,25,9,31658,1,425,9_3d1,9_3d1,Anopheles_stephensi,0.937,"stephensi (3 days after feeding) 1st lysis, 0.937ng/ul"
mxPCR8432931,9,B4,26,9,31658,1,426,9_3d2,9_3d2,Anopheles_stephensi,1.175,"stephensi (3 days after feeding) 1st lysis, 1.175ng/ul"
mxPCR8432932,9,C4,27,9,31658,1,427,9_3d3,9_3d3,Anopheles_stephensi,1.13,"stephensi (3 days after feeding) 1st lysis, 1.13ng/ul"
mxPCR8432933,9,D4,28,9,31658,1,428,9_3d4,9_3d4,Anopheles_stephensi,1.018,"stephensi (3 days after feeding) 1st lysis, 1.018ng/ul"
mxPCR8432934,9,E4,29,9,31658,1,429,9_3d5,9_3d5,Anopheles_stephensi,1.61,"stephensi (3 days after feeding) 1st lysis, 1.61ng/ul"
mxPCR8432935,9,F4,30,9,31658,1,430,9_3d6,9_3d6,Anopheles_stephensi,0.992,"stephensi (3 days after feeding) 1st lysis, 0.992ng/ul"
mxPCR8432936,9,G4,31,9,31658,1,431,9_3d7,9_3d7,Anopheles_stephensi,0.837,"stephensi (3 days after feeding) 1st lysis, 0.837ng/ul"
mxPCR8432937,9,H4,32,9,31658,1,432,9_3d8,9_3d8,Anopheles_stephensi,0.911,"stephensi (3 days after feeding) 1st lysis, 0.911ng/ul"
mxPCR8432938,9,A5,33,9,31658,1,433,9_9d1,9_9d1,Anopheles_stephensi,1.22,"stephensi (9 days after feeding) 1st lysis, 1.22ng/ul"
mxPCR8432939,9,B5,34,9,31658,1,434,9_9d2,9_9d2,Anopheles_stephensi,0.894,"stephensi (9 days after feeding) 1st lysis, 0.894ng/ul"
mxPCR8432940,9,C5,35,9,31658,1,435,9_9d3,9_9d3,Anopheles_stephensi,0.92,"stephensi (9 days after feeding) 1st lysis, 0.92ng/ul"
mxPCR8432941,9,D5,36,9,31658,1,436,9_9d4,9_9d4,Anopheles_stephensi,0.628,"stephensi (9 days after feeding) 1st lysis, 0.628ng/ul"
mxPCR8432942,9,E5,37,9,31658,1,437,9_9d5,9_9d5,Anopheles_stephensi,1.001,"stephensi (9 days after feeding) 1st lysis, 1.001ng/ul"
mxPCR8432943,9,F5,38,9,31658,1,438,9_9d6,9_9d6,Anopheles_stephensi,0.849,"stephensi (9 days after feeding) 1st lysis, 0.849ng/ul"
mxPCR8432944,9,G5,39,9,31658,1,439,9_9d7,9_9d7,Anopheles_stephensi,1.241,"stephensi (9 days after feeding) 1st lysis, 1.241ng/ul"
mxPCR8432945,9,H5,40,9,31658,1,440,9_9d8,9_9d8,Anopheles_stephensi,0.897,"stephensi (9 days after feeding) 1st lysis, 0.897ng/ul"
mxPCR8432946,9,A6,41,9,31658,1,441,9_ps10e8,9_ps10e8,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 5ag/ul 3D7
mxPCR8432947,9,B6,42,9,31658,1,442,9_ps10e7,9_ps10e7,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 50ag/ul 3D7
mxPCR8432948,9,C6,43,9,31658,1,443,9_ps10e6,9_ps10e6,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 500ag/ul 3D7
mxPCR8432949,9,D6,44,9,31658,1,444,9_ps10e5,9_ps10e5,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 5fg/ul 3D7
mxPCR8432950,9,E6,45,9,31658,1,445,9_ps10e4,9_ps10e4,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 50fg/ul 3D7
mxPCR8432951,9,A7,49,9,31658,1,446,9_pc10e8,9_pc10e8,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 5ag/ul 3D7
mxPCR8432952,9,B7,50,9,31658,1,447,9_pc10e7,9_pc10e7,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 50ag/ul 3D7
mxPCR8432953,9,C7,51,9,31658,1,448,9_pc10e6,9_pc10e6,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 500ag/ul 3D7
mxPCR8432954,9,D7,52,9,31658,1,449,9_pc10e5,9_pc10e5,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 5fg/ul 3D7
mxPCR8432955,9,E7,53,9,31658,1,450,9_pc10e4,9_pc10e4,Anopheles_coluzzii,1.238,1.238ng/ul coluzzii (unfed) + 50fg/ul 3D7
mxPCR8432956,10,A1,1,10,31658,1,451,10_un1,10_un1,Anopheles_stephensi,0.83,"stephensi (unfed) 1st lysis, 0.83ng/ul"
mxPCR8432957,10,B1,2,10,31658,1,452,10_un2,10_un2,Anopheles_stephensi,0.673,"stephensi (unfed) 1st lysis, 0.673ng/ul"
mxPCR8432958,10,C1,3,10,31658,1,453,10_un3,10_un3,Anopheles_stephensi,0.771,"stephensi (unfed) 1st lysis, 0.771ng/ul"
mxPCR8432959,10,D1,4,10,31658,1,454,10_un4,10_un4,Anopheles_stephensi,0.621,"stephensi (unfed) 1st lysis, 0.621ng/ul"
mxPCR8432960,10,E1,5,10,31658,1,455,10_un5,10_un5,Anopheles_stephensi,0.804,"stephensi (unfed) 1st lysis, 0.804ng/ul"
mxPCR8432961,10,F1,6,10,31658,1,456,10_un6,10_un6,Anopheles_stephensi,0.338,"stephensi (unfed) 1st lysis, 0.338ng/ul"
mxPCR8432962,10,G1,7,10,31658,1,457,10_un7,10_un7,Anopheles_stephensi,0.552,"stephensi (unfed) 1st lysis, 0.552ng/ul"
mxPCR8432963,10,H1,8,10,31658,1,458,10_un8,10_un8,Anopheles_stephensi,0.542,"stephensi (unfed) 1st lysis, 0.542ng/ul"
mxPCR8432964,10,A2,9,10,31658,1,459,10_0d1,10_0d1,Anopheles_stephensi,1.137,"stephensi (0 hours after feeding) 1st lysis, 1.137ng/ul"
mxPCR8432965,10,B2,10,10,31658,1,460,10_0d2,10_0d2,Anopheles_stephensi,1.122,"stephensi (0 hours after feeding) 1st lysis, 1.122ng/ul"
mxPCR8432966,10,C2,11,10,31658,1,461,10_0d3,10_0d3,Anopheles_stephensi,0.918,"stephensi (0 hours after feeding) 1st lysis, 0.918ng/ul"
mxPCR8432967,10,D2,12,10,31658,1,462,10_0d4,10_0d4,Anopheles_stephensi,0.863,"stephensi (0 hours after feeding) 1st lysis, 0.863ng/ul"
mxPCR8432968,10,E2,13,10,31658,1,463,10_0d5,10_0d5,Anopheles_stephensi,0.533,"stephensi (0 hours after feeding) 1st lysis, 0.533ng/ul"
mxPCR8432969,10,F2,14,10,31658,1,464,10_0d6,10_0d6,Anopheles_stephensi,0.709,"stephensi (0 hours after feeding) 1st lysis, 0.709ng/ul"
mxPCR8432970,10,G2,15,10,31658,1,465,10_0d7,10_0d7,Anopheles_stephensi,0.975,"stephensi (0 hours after feeding) 1st lysis, 0.975ng/ul"
mxPCR8432971,10,H2,16,10,31658,1,466,10_0d8,10_0d8,Anopheles_stephensi,0.968,"stephensi (0 hours after feeding) 1st lysis, 0.968ng/ul"
mxPCR8432972,10,A3,17,10,31658,1,467,10_1d1,10_1d1,Anopheles_stephensi,1.541,"stephensi (24 hours after feeding) 1st lysis, 1.541ng/ul"
mxPCR8432973,10,B3,18,10,31658,1,468,10_1d2,10_1d2,Anopheles_stephensi,1.396,"stephensi (24 hours after feeding) 1st lysis, 1.396ng/ul"
mxPCR8432974,10,C3,19,10,31658,1,469,10_1d3,10_1d3,Anopheles_stephensi,1.484,"stephensi (24 hours after feeding) 1st lysis, 1.484ng/ul"
mxPCR8432975,10,D3,20,10,31658,1,470,10_1d4,10_1d4,Anopheles_stephensi,1.574,"stephensi (24 hours after feeding) 1st lysis, 1.574ng/ul"
mxPCR8432976,10,E3,21,10,31658,1,471,10_1d5,10_1d5,Anopheles_stephensi,1.348,"stephensi (24 hours after feeding) 1st lysis, 1.348ng/ul"
mxPCR8432977,10,F3,22,10,31658,1,472,10_1d6,10_1d6,Anopheles_stephensi,1.565,"stephensi (24 hours after feeding) 1st lysis, 1.565ng/ul"
mxPCR8432978,10,G3,23,10,31658,1,473,10_1d7,10_1d7,Anopheles_stephensi,1.47,"stephensi (24 hours after feeding) 1st lysis, 1.47ng/ul"
mxPCR8432979,10,H3,24,10,31658,1,474,10_1d8,10_1d8,Anopheles_stephensi,2.107,"stephensi (24 hours after feeding) 1st lysis, 2.107ng/ul"
mxPCR8432980,10,A4,25,10,31658,1,475,10_3d1,10_3d1,Anopheles_stephensi,0.937,"stephensi (3 days after feeding) 1st lysis, 0.937ng/ul"
mxPCR8432981,10,B4,26,10,31658,1,476,10_3d2,10_3d2,Anopheles_stephensi,1.175,"stephensi (3 days after feeding) 1st lysis, 1.175ng/ul"
mxPCR8432982,10,C4,27,10,31658,1,477,10_3d3,10_3d3,Anopheles_stephensi,1.13,"stephensi (3 days after feeding) 1st lysis, 1.13ng/ul"
mxPCR8432983,10,D4,28,10,31658,1,478,10_3d4,10_3d4,Anopheles_stephensi,1.018,"stephensi (3 days after feeding) 1st lysis, 1.018ng/ul"
mxPCR8432984,10,E4,29,10,31658,1,479,10_3d5,10_3d5,Anopheles_stephensi,1.61,"stephensi (3 days after feeding) 1st lysis, 1.61ng/ul"
mxPCR8432985,10,F4,30,10,31658,1,480,10_3d6,10_3d6,Anopheles_stephensi,0.992,"stephensi (3 days after feeding) 1st lysis, 0.992ng/ul"
mxPCR8432986,10,G4,31,10,31658,1,481,10_3d7,10_3d7,Anopheles_stephensi,0.837,"stephensi (3 days after feeding) 1st lysis, 0.837ng/ul"
mxPCR8432987,10,H4,32,10,31658,1,482,10_3d8,10_3d8,Anopheles_stephensi,0.911,"stephensi (3 days after feeding) 1st lysis, 0.911ng/ul"
mxPCR8432988,10,A5,33,10,31658,1,483,10_9d1,10_9d1,Anopheles_stephensi,1.22,"stephensi (9 days after feeding) 1st lysis, 1.22ng/ul"
mxPCR8432989,10,B5,34,10,31658,1,484,10_9d2,10_9d2,Anopheles_stephensi,0.894,"stephensi (9 days after feeding) 1st lysis, 0.894ng/ul"
mxPCR8432990,10,C5,35,10,31658,1,485,10_9d3,10_9d3,Anopheles_stephensi,0.92,"stephensi (9 days after feeding) 1st lysis, 0.92ng/ul"
mxPCR8432991,10,D5,36,10,31658,1,486,10_9d4,10_9d4,Anopheles_stephensi,0.628,"stephensi (9 days after feeding) 1st lysis, 0.628ng/ul"
mxPCR8432992,10,E5,37,10,31658,1,487,10_9d5,10_9d5,Anopheles_stephensi,1.001,"stephensi (9 days after feeding) 1st lysis, 1.001ng/ul"
mxPCR8432993,10,F5,38,10,31658,1,488,10_9d6,10_9d6,Anopheles_stephensi,0.849,"stephensi (9 days after feeding) 1st lysis, 0.849ng/ul"
mxPCR8432994,10,G5,39,10,31658,1,489,10_9d7,10_9d7,Anopheles_stephensi,1.241,"stephensi (9 days after feeding) 1st lysis, 1.241ng/ul"
mxPCR8432995,10,H5,40,10,31658,1,490,10_9d8,10_9d8,Anopheles_stephensi,0.897,"stephensi (9 days after feeding) 1st lysis, 0.897ng/ul"
mxPCR8432996,10,A6,41,10,31658,1,491,10_ps10e8,10_ps10e8,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 5ag/ul 3D7
mxPCR8432997,10,B6,42,10,31658,1,492,10_ps10e7,10_ps10e7,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 50ag/ul 3D7
mxPCR8432998,10,C6,43,10,31658,1,493,10_ps10e6,10_ps10e6,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 500ag/ul 3D7
mxPCR8432999,10,D6,44,10,31658,1,494,10_ps10e5,10_ps10e5,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 5fg/ul 3D7
mxPCR8433000,10,E6,45,10,31658,1,495,10_ps10e4,10_ps10e4,Anopheles_stephensi,0.747,0.747ng/ul stephensi (unfed) + 50fg/ul 3D7
