Sanger_Sample_Id,Mastermix_concentration,Tag1,Tag2,Run,Lane,Tag,Original_well,Source_sample,Replicate,Species,Extraction,Conc_ng_ul,Sex,Notes
mxPCR7881623,1.25x,85,3,28620,1,277,E11,Abro-21-con,Abro-21-con-rep3,Anopheles_brohieri,QIAGEN,2.4,,bro.21
mxPCR7881624,1.25x,86,3,28620,1,278,F11,Afun-3-con,Afun-3-con-rep3,Anopheles_funestus,QIAGEN,2.4,,fun.3
mxPCR7881625,1.25x,87,3,28620,1,279,G11,VBS24014-A-pur,VBS24014-A-pur-rep3,Anopheles_funestus,"buffer A, MinElute purified",9.7,female,"TZ22 - A - MinElute, 9.7ng/ul"
mxPCR7881626,1.25x,88,3,28620,1,280,H11,VBS24015-A-pur,VBS24015-A-pur-rep3,Anopheles_funestus,"buffer A, MinElute purified",4.8,female,"TZ23 - A - MinElute, 4.8ng/ul"
mxPCR7881627,1.25x,89,3,28620,1,281,A12,body-infect-A-37C-dil,body-infect-A-37C-dil-rep3,Anopheles_gambiae,buffer A,10.3,female,"office mosquito (gambiae?) + P. falciparum (carcass), A 37C (1:10) ~10.3ng/ul"
mxPCR7881628,1.25x,90,3,28620,1,282,B12,body-A-37C-dil,body-A-37C-dil-rep3,Anopheles_gambiae,buffer A,1.9,female,"office mosquito (gambiae?) - P. falciparum (carcass), A 37C (1:10) ~1.9ng/ul"
mxPCR7881629,1.25x,91,3,28620,1,283,C12,Agut-infect-A-37C-dil,Agut-infect-A-37C-dil-rep3,Anopheles_gambiae,buffer A,0,female,"office mosquito (gambiae?) + P. falciparum (gut), A 37C (1:10) ~0.0ng/ul"
mxPCR7881630,1.25x,92,3,28620,1,284,D12,Agut-A-37C-dil,Agut-A-37C-dil-rep3,Anopheles_gambiae,buffer A,0,female,"office mosquito (gambiae?) - P. falciparum (gut), A 37C (1:10) ~0.0ng/ul"
mxPCR7881631,1.25x,93,3,28620,1,285,E12,steph1-infect-A-37C-dil,steph1-infect-A-37C-dil-rep3,Anopheles_stephensi,buffer A,1.4,female,"Silvain mosquito (An. stephensi) + P. berghei (whole), A 37C (1:10) ~1.4ng/ul"
mxPCR7881632,1.25x,94,3,28620,1,286,F12,steph2-infect-A-37C-dil,steph2-infect-A-37C-dil-rep3,Anopheles_stephensi,buffer A,2,female,"Silvain mosquito (An. stephensi) + P. berghei (whole), A 37C (1:10) ~2.0ng/ul"
mxPCR7881633,1.25x,95,3,28620,1,287,G12,steph-A-37C-dil,steph-A-37C-dil-rep3,Anopheles_stephensi,buffer A,1.4,female,"Silvain mosquito (An. stephensi) - P. berghei (whole), A 37C (1:10) ~1.4ng/ul"
mxPCR7881634,1.25x,96,3,28620,1,288,H12,blank-A-infect-dil,blank-A-infect-dil-rep3,blank_sample,buffer A,0,,Infected set - A blank (1:10) ~0.0ng/ul
