Sanger_Sample_ID,Pool,Original_well,Run,Lane,Tag,Replicate,Source_sample,Species,Conc_ng_ul,Note
GbS8815245,805_51_e2,C2,33823,1,278,805_51_e2_f15_1d3,805_51_e2_f15_1d3,Anopheles_stephensi,0.23,"feed 15 - 24h 3 - 2nd lysis, 0.23ng/ul"
GbS8815246,805_51_e2,D2,33823,1,279,805_51_e2_f15_1d4,805_51_e2_f15_1d4,Anopheles_stephensi,0.38,"feed 15 - 24h 4 - 2nd lysis, 0.38ng/ul"
GbS8815247,805_51_e2,E2,33823,1,280,805_51_e2_f15_1d5,805_51_e2_f15_1d5,Anopheles_stephensi,0.4,"feed 15 - 24h 5 - 2nd lysis, 0.40ng/ul"
GbS8815248,805_51_e2,F2,33823,1,281,805_51_e2_f15_1d6,805_51_e2_f15_1d6,Anopheles_stephensi,0.18,"feed 15 - 24h 6 - 2nd lysis, 0.18ng/ul"
GbS8815249,805_51_e2,G2,33823,1,282,805_51_e2_f15_1d7,805_51_e2_f15_1d7,Anopheles_stephensi,0.41,"feed 15 - 24h 7 - 2nd lysis, 0.41ng/ul"
GbS8815250,805_51_e2,H2,33823,1,283,805_51_e2_f15_1d8,805_51_e2_f15_1d8,Anopheles_stephensi,0.47,"feed 15 - 24h 8 - 2nd lysis, 0.47ng/ul"
GbS8815251,805_51_e2,A3,33823,1,284,805_51_e2_f15_1d9,805_51_e2_f15_1d9,Anopheles_stephensi,0.19,"feed 15 - 24h 9 - 2nd lysis, 0.19ng/ul"
GbS8815252,805_51_e2,B3,33823,1,285,805_51_e2_f15_1d10,805_51_e2_f15_1d10,Anopheles_stephensi,0.27,"feed 15 - 24h 10 - 2nd lysis, 0.27ng/ul"
GbS8815253,805_51_e2,C3,33823,1,286,805_51_e2_f15_1d11,805_51_e2_f15_1d11,Anopheles_stephensi,0.39,"feed 15 - 24h 11 - 2nd lysis, 0.39ng/ul"
GbS8815254,805_51_e2,D3,33823,1,287,805_51_e2_f15_1d12,805_51_e2_f15_1d12,Anopheles_stephensi,0.46,"feed 15 - 24h 12 - 2nd lysis, 0.46ng/ul"
GbS8815255,805_51_e2,E3,33823,1,288,805_51_e2_f15_1d13,805_51_e2_f15_1d13,Anopheles_stephensi,0.43,"feed 15 - 24h 13 - 2nd lysis, 0.43ng/ul"
GbS8815256,805_51_e2,F3,33823,1,289,805_51_e2_f15_1d14,805_51_e2_f15_1d14,Anopheles_stephensi,0.2,"feed 15 - 24h 14 - 2nd lysis, 0.20ng/ul"
GbS8815257,805_51_e2,G3,33823,1,290,805_51_e2_f15_1d15,805_51_e2_f15_1d15,Anopheles_stephensi,0.39,"feed 15 - 24h 15 - 2nd lysis, 0.39ng/ul"
GbS8815258,805_51_e2,H3,33823,1,291,805_51_e2_f15_1d16,805_51_e2_f15_1d16,Anopheles_stephensi,0.27,"feed 15 - 24h 16 - 2nd lysis, 0.27ng/ul"
GbS8815259,805_51_e2,A4,33823,1,292,805_51_e2_f15_8d1,805_51_e2_f15_8d1,Anopheles_stephensi,0.59,"feed 15 - D8 1 - 2nd lysis, 0.59ng/ul"
GbS8815260,805_51_e2,B4,33823,1,293,805_51_e2_f15_8d2,805_51_e2_f15_8d2,Anopheles_stephensi,0.33,"feed 15 - D8 2 - 2nd lysis, 0.33ng/ul"
GbS8815261,805_51_e2,C4,33823,1,294,805_51_e2_f15_8d3,805_51_e2_f15_8d3,Anopheles_stephensi,0.48,"feed 15 - D8 3 - 2nd lysis, 0.48ng/ul"
GbS8815262,805_51_e2,D4,33823,1,295,805_51_e2_f15_8d4,805_51_e2_f15_8d4,Anopheles_stephensi,0.48,"feed 15 - D8 4 - 2nd lysis, 0.48ng/ul"
GbS8815263,805_51_e2,E4,33823,1,296,805_51_e2_f15_8d5,805_51_e2_f15_8d5,Anopheles_stephensi,0.29,"feed 15 - D8 5 - 2nd lysis, 0.29ng/ul"
GbS8815264,805_51_e2,F4,33823,1,297,805_51_e2_f15_8d6,805_51_e2_f15_8d6,Anopheles_stephensi,0.51,"feed 15 - D8 6 - 2nd lysis, 0.51ng/ul"
GbS8815265,805_51_e2,G4,33823,1,298,805_51_e2_f15_8d7,805_51_e2_f15_8d7,Anopheles_stephensi,0.52,"feed 15 - D8 7 - 2nd lysis, 0.52ng/ul"
GbS8815266,805_51_e2,H4,33823,1,299,805_51_e2_f15_8d8,805_51_e2_f15_8d8,Anopheles_stephensi,0.27,"feed 15 - D8 8 - 2nd lysis, 0.27ng/ul"
GbS8815267,805_51_e2,A5,33823,1,300,805_51_e2_f15_8d9,805_51_e2_f15_8d9,Anopheles_stephensi,0.42,"feed 15 - D8 9 - 2nd lysis, 0.42ng/ul"
GbS8815268,805_51_e2,B5,33823,1,301,805_51_e2_f15_8d10,805_51_e2_f15_8d10,Anopheles_stephensi,0.39,"feed 15 - D8 10 - 2nd lysis, 0.39ng/ul"
GbS8815269,805_51_e2,C5,33823,1,302,805_51_e2_f15_8d11,805_51_e2_f15_8d11,Anopheles_stephensi,0.57,"feed 15 - D8 11 - 2nd lysis, 0.57ng/ul"
GbS8815270,805_51_e2,D5,33823,1,303,805_51_e2_f15_8d12,805_51_e2_f15_8d12,Anopheles_stephensi,0.64,"feed 15 - D8 12 - 2nd lysis, 0.64ng/ul"
GbS8815271,805_51_e2,E5,33823,1,304,805_51_e2_f15_8d13,805_51_e2_f15_8d13,Anopheles_stephensi,0.39,"feed 15 - D8 13 - 2nd lysis, 0.39ng/ul"
GbS8815272,805_51_e2,F5,33823,1,305,805_51_e2_f15_8d14,805_51_e2_f15_8d14,Anopheles_stephensi,0.33,"feed 15 - D8 14 - 2nd lysis, 0.33ng/ul"
GbS8815273,805_51_e2,G5,33823,1,306,805_51_e2_f15_8d15,805_51_e2_f15_8d15,Anopheles_stephensi,0.37,"feed 15 - D8 15 - 2nd lysis, 0.37ng/ul"
GbS8815274,805_51_e2,H5,33823,1,307,805_51_e2_f15_8d16,805_51_e2_f15_8d16,Anopheles_stephensi,0.72,"feed 15 - D8 16 - 2nd lysis, 0.72ng/ul"
GbS8815275,805_51_e2,A6,33823,1,308,805_51_e2_f15_13d1,805_51_e2_f15_13d1,Anopheles_stephensi,0.43,"feed 15 - D13 1 - 2nd lysis, 0.43ng/ul"
GbS8815276,805_51_e2,B6,33823,1,309,805_51_e2_f15_13d2,805_51_e2_f15_13d2,Anopheles_stephensi,0.22,"feed 15 - D13 2 - 2nd lysis, 0.22ng/ul"
GbS8815277,805_51_e2,C6,33823,1,310,805_51_e2_f15_13d3,805_51_e2_f15_13d3,Anopheles_stephensi,0.23,"feed 15 - D13 3 - 2nd lysis, 0.23ng/ul"
GbS8815278,805_51_e2,D6,33823,1,311,805_51_e2_f15_13d4,805_51_e2_f15_13d4,Anopheles_stephensi,0.58,"feed 15 - D13 4 - 2nd lysis, 0.58ng/ul"
GbS8815279,805_51_e2,E6,33823,1,312,805_51_e2_f15_13d5,805_51_e2_f15_13d5,Anopheles_stephensi,0.27,"feed 15 - D13 5 - 2nd lysis, 0.27ng/ul"
GbS8815280,805_51_e2,F6,33823,1,313,805_51_e2_f15_13d6,805_51_e2_f15_13d6,Anopheles_stephensi,0.14,"feed 15 - D13 6 - 2nd lysis, 0.14ng/ul"
GbS8815281,805_51_e2,G6,33823,1,314,805_51_e2_f15_13d7,805_51_e2_f15_13d7,Anopheles_stephensi,0.18,"feed 15 - D13 7 - 2nd lysis, 0.18ng/ul"
GbS8815282,805_51_e2,H6,33823,1,315,805_51_e2_f15_13d8,805_51_e2_f15_13d8,Anopheles_stephensi,0.22,"feed 15 - D13 8 - 2nd lysis, 0.22ng/ul"
GbS8815283,805_51_e2,A7,33823,1,316,805_51_e2_f15_14d1,805_51_e2_f15_14d1,Anopheles_stephensi,0.55,"feed 15 - D14 1 - 2nd lysis, 0.55ng/ul"
GbS8815284,805_51_e2,B7,33823,1,317,805_51_e2_f15_14d2,805_51_e2_f15_14d2,Anopheles_stephensi,0.42,"feed 15 - D14 2 - 2nd lysis, 0.42ng/ul"
GbS8815285,805_51_e2,C7,33823,1,318,805_51_e2_f15_14d3,805_51_e2_f15_14d3,Anopheles_stephensi,0.41,"feed 15 - D14 3 - 2nd lysis, 0.41ng/ul"
GbS8815286,805_51_e2,D7,33823,1,319,805_51_e2_f15_14d4,805_51_e2_f15_14d4,Anopheles_stephensi,0.57,"feed 15 - D14 4 - 2nd lysis, 0.57ng/ul"
GbS8815287,805_51_e2,E7,33823,1,320,805_51_e2_f15_14d5,805_51_e2_f15_14d5,Anopheles_stephensi,0.37,"feed 15 - D14 5 - 2nd lysis, 0.37ng/ul"
GbS8815288,805_51_e2,F7,33823,1,321,805_51_e2_f15_14d6,805_51_e2_f15_14d6,Anopheles_stephensi,0.46,"feed 15 - D14 6 - 2nd lysis, 0.46ng/ul"
GbS8815289,805_51_e2,G7,33823,1,322,805_51_e2_f15_14d7,805_51_e2_f15_14d7,Anopheles_stephensi,0.81,"feed 15 - D14 7 - 2nd lysis, 0.81ng/ul"
GbS8815290,805_51_e2,H7,33823,1,323,805_51_e2_f15_14d8,805_51_e2_f15_14d8,Anopheles_stephensi,0.61,"feed 15 - D14 8 - 2nd lysis, 0.61ng/ul"
GbS8815291,805_51_e2,A8,33823,1,324,805_51_e2_blank,805_51_e2_blank,blank_sample,0,blank
GbS8815292,805_51_e2,A9,33823,1,325,805_51_e2_f16_1d1,805_51_e2_f16_1d1,Anopheles_stephensi,0.76,"feed 16 - 24h 1 - 2nd lysis, 0.76ng/ul"
GbS8815293,805_51_e2,B9,33823,1,326,805_51_e2_f16_1d2,805_51_e2_f16_1d2,Anopheles_stephensi,0.61,"feed 16 - 24h 2 - 2nd lysis, 0.61ng/ul"
GbS8815294,805_51_e2,C9,33823,1,327,805_51_e2_f16_1d3,805_51_e2_f16_1d3,Anopheles_stephensi,0.73,"feed 16 - 24h 3 - 2nd lysis, 0.73ng/ul"
GbS8815295,805_51_e2,D9,33823,1,328,805_51_e2_f16_1d4,805_51_e2_f16_1d4,Anopheles_stephensi,0.56,"feed 16 - 24h 4 - 2nd lysis, 0.56ng/ul"
GbS8815296,805_51_e2,E9,33823,1,329,805_51_e2_f16_1d5,805_51_e2_f16_1d5,Anopheles_stephensi,0.61,"feed 16 - 24h 5 - 2nd lysis, 0.61ng/ul"
GbS8815297,805_51_e2,F9,33823,1,330,805_51_e2_f16_1d6,805_51_e2_f16_1d6,Anopheles_stephensi,0.64,"feed 16 - 24h 6 - 2nd lysis, 0.64ng/ul"
GbS8815298,805_51_e2,G9,33823,1,331,805_51_e2_f16_1d7,805_51_e2_f16_1d7,Anopheles_stephensi,0.76,"feed 16 - 24h 7 - 2nd lysis, 0.76ng/ul"
GbS8815299,805_51_e2,H9,33823,1,332,805_51_e2_f16_1d8,805_51_e2_f16_1d8,Anopheles_stephensi,0.45,"feed 16 - 24h 8 - 2nd lysis, 0.45ng/ul"
GbS8815300,805_51_e2,A10,33823,1,333,805_51_e2_f16_1d9,805_51_e2_f16_1d9,Anopheles_stephensi,0.45,"feed 16 - 24h 9 - 2nd lysis, 0.45ng/ul"
GbS8815301,805_51_e2,B10,33823,1,334,805_51_e2_f16_1d10,805_51_e2_f16_1d10,Anopheles_stephensi,0.46,"feed 16 - 24h 10 - 2nd lysis, 0.46ng/ul"
GbS8815302,805_51_e2,C10,33823,1,335,805_51_e2_f16_1d11,805_51_e2_f16_1d11,Anopheles_stephensi,0.32,"feed 16 - 24h 11 - 2nd lysis, 0.32ng/ul"
GbS8815303,805_51_e2,D10,33823,1,336,805_51_e2_f16_1d12,805_51_e2_f16_1d12,Anopheles_stephensi,0.32,"feed 16 - 24h 12 - 2nd lysis, 0.32ng/ul"
GbS8815304,805_51_e2,E10,33823,1,337,805_51_e2_f16_1d13,805_51_e2_f16_1d13,Anopheles_stephensi,0.44,"feed 16 - 24h 13 - 2nd lysis, 0.44ng/ul"
GbS8815305,805_51_e2,F10,33823,1,338,805_51_e2_f16_1d14,805_51_e2_f16_1d14,Anopheles_stephensi,0.37,"feed 16 - 24h 14 - 2nd lysis, 0.37ng/ul"
GbS8815306,805_51_e2,G10,33823,1,339,805_51_e2_f16_1d15,805_51_e2_f16_1d15,Anopheles_stephensi,0.42,"feed 16 - 24h 15 - 2nd lysis, 0.42ng/ul"
GbS8815307,805_51_e2,H10,33823,1,340,805_51_e2_f16_1d16,805_51_e2_f16_1d16,Anopheles_stephensi,0.37,"feed 16 - 24h 16 - 2nd lysis, 0.37ng/ul"
GbS8815308,805_51_e2,A11,33823,1,341,805_51_e2_f16_9d1,805_51_e2_f16_9d1,Anopheles_stephensi,0.73,"feed 16 - D9 1 - 2nd lysis, 0.73ng/ul"
GbS8815309,805_51_e2,B11,33823,1,342,805_51_e2_f16_9d2,805_51_e2_f16_9d2,Anopheles_stephensi,0.48,"feed 16 - D9 2 - 2nd lysis, 0.48ng/ul"
GbS8815310,805_51_e2,C11,33823,1,343,805_51_e2_f16_9d3,805_51_e2_f16_9d3,Anopheles_stephensi,0.6,"feed 16 - D9 3 - 2nd lysis, 0.60ng/ul"
GbS8815311,805_51_e2,D11,33823,1,344,805_51_e2_f16_9d4,805_51_e2_f16_9d4,Anopheles_stephensi,0.41,"feed 16 - D9 4 - 2nd lysis, 0.41ng/ul"
GbS8815312,805_51_e2,E11,33823,1,345,805_51_e2_f16_9d5,805_51_e2_f16_9d5,Anopheles_stephensi,0.54,"feed 16 - D9 5 - 2nd lysis, 0.54ng/ul"
GbS8815313,805_51_e2,F11,33823,1,346,805_51_e2_f16_9d6,805_51_e2_f16_9d6,Anopheles_stephensi,0.69,"feed 16 - D9 6 - 2nd lysis, 0.69ng/ul"
GbS8815314,805_51_e2,G11,33823,1,347,805_51_e2_f16_9d7,805_51_e2_f16_9d7,Anopheles_stephensi,0.63,"feed 16 - D9 7 - 2nd lysis, 0.63ng/ul"
GbS8815315,805_51_e2,H11,33823,1,348,805_51_e2_f16_9d8,805_51_e2_f16_9d8,Anopheles_stephensi,0.72,"feed 16 - D9 8 - 2nd lysis, 0.72ng/ul"
GbS8815316,805_51_e2,A12,33823,1,349,805_51_e2_f16_9d9,805_51_e2_f16_9d9,Anopheles_stephensi,0.57,"feed 16 - D9 9 - 2nd lysis, 0.57ng/ul"
GbS8815317,805_51_e2,B12,33823,1,350,805_51_e2_f16_9d10,805_51_e2_f16_9d10,Anopheles_stephensi,0.76,"feed 16 - D9 10 - 2nd lysis, 0.76ng/ul"
GbS8815318,805_51_e2,C12,33823,1,351,805_51_e2_f16_9d11,805_51_e2_f16_9d11,Anopheles_stephensi,0.49,"feed 16 - D9 11 - 2nd lysis, 0.49ng/ul"
GbS8815319,805_51_e2,D12,33823,1,352,805_51_e2_f16_9d12,805_51_e2_f16_9d12,Anopheles_stephensi,0.41,"feed 16 - D9 12 - 2nd lysis, 0.41ng/ul"
GbS8815320,805_51_e2,E12,33823,1,353,805_51_e2_f16_9d13,805_51_e2_f16_9d13,Anopheles_stephensi,0.57,"feed 16 - D9 13 - 2nd lysis, 0.57ng/ul"
GbS8815321,805_51_e2,F12,33823,1,354,805_51_e2_f16_9d14,805_51_e2_f16_9d14,Anopheles_stephensi,0.52,"feed 16 - D9 14 - 2nd lysis, 0.52ng/ul"
GbS8815322,805_51_e2,G12,33823,1,355,805_51_e2_f16_9d15,805_51_e2_f16_9d15,Anopheles_stephensi,0.4,"feed 16 - D9 15 - 2nd lysis, 0.40ng/ul"
GbS8815323,805_51_e2,H12,33823,1,356,805_51_e2_f16_9d16,805_51_e2_f16_9d16,Anopheles_stephensi,0.43,"feed 16 - D9 16 - 2nd lysis, 0.43ng/ul"
GbS8815324,8010_55_e1,A1,33823,1,357,8010_55_e1_f15_un1,8010_55_e1_f15_un1,Anopheles_stephensi,0.74,"stephensi (unfed 1) 1st lysis, 0.74ng/ul"
GbS8815325,8010_55_e1,B1,33823,1,358,8010_55_e1_f15_un2,8010_55_e1_f15_un2,Anopheles_stephensi,0.57,"stephensi (unfed 2) 1st lysis, 0.57ng/ul"
GbS8815326,8010_55_e1,C1,33823,1,359,8010_55_e1_f15_un3,8010_55_e1_f15_un3,Anopheles_stephensi,0.59,"stephensi (unfed 3) 1st lysis, 0.59ng/ul"
GbS8815327,8010_55_e1,D1,33823,1,360,8010_55_e1_f15_un4,8010_55_e1_f15_un4,Anopheles_stephensi,0.52,"stephensi (unfed 4) 1st lysis, 0.52ng/ul"
GbS8815328,8010_55_e1,E1,33823,1,361,8010_55_e1_f15_un5,8010_55_e1_f15_un5,Anopheles_stephensi,0.51,"stephensi (unfed 5) 1st lysis, 0.51ng/ul"
GbS8815329,8010_55_e1,F1,33823,1,362,8010_55_e1_f15_un6,8010_55_e1_f15_un6,Anopheles_stephensi,0.64,"stephensi (unfed 6) 1st lysis, 0.64ng/ul"
GbS8815330,8010_55_e1,G1,33823,1,363,8010_55_e1_f15_un7,8010_55_e1_f15_un7,Anopheles_stephensi,0.63,"stephensi (unfed 7) 1st lysis, 0.63ng/ul"
GbS8815331,8010_55_e1,H1,33823,1,364,8010_55_e1_f15_un8,8010_55_e1_f15_un8,Anopheles_stephensi,0.58,"stephensi (unfed 8) 1st lysis, 0.58ng/ul"
GbS8815332,8010_55_e1,A2,33823,1,365,8010_55_e1_f15_1d1,8010_55_e1_f15_1d1,Anopheles_stephensi,0.97,"feed 15 - 24h 1 - 1st lysis, 0.97ng/ul"
GbS8815333,8010_55_e1,B2,33823,1,366,8010_55_e1_f15_1d2,8010_55_e1_f15_1d2,Anopheles_stephensi,1.51,"feed 15 - 24h 2 - 1st lysis, 1.51ng/ul"
GbS8815334,8010_55_e1,C2,33823,1,367,8010_55_e1_f15_1d3,8010_55_e1_f15_1d3,Anopheles_stephensi,1.03,"feed 15 - 24h 3 - 1st lysis, 1.03ng/ul"
GbS8815335,8010_55_e1,D2,33823,1,368,8010_55_e1_f15_1d4,8010_55_e1_f15_1d4,Anopheles_stephensi,1.06,"feed 15 - 24h 4 - 1st lysis, 1.06ng/ul"
GbS8815336,8010_55_e1,E2,33823,1,369,8010_55_e1_f15_1d5,8010_55_e1_f15_1d5,Anopheles_stephensi,1.04,"feed 15 - 24h 5 - 1st lysis, 1.04ng/ul"
GbS8815337,8010_55_e1,F2,33823,1,370,8010_55_e1_f15_1d6,8010_55_e1_f15_1d6,Anopheles_stephensi,0.9,"feed 15 - 24h 6 - 1st lysis, 0.90ng/ul"
GbS8815338,8010_55_e1,G2,33823,1,371,8010_55_e1_f15_1d7,8010_55_e1_f15_1d7,Anopheles_stephensi,1.07,"feed 15 - 24h 7 - 1st lysis, 1.07ng/ul"
GbS8815339,8010_55_e1,H2,33823,1,372,8010_55_e1_f15_1d8,8010_55_e1_f15_1d8,Anopheles_stephensi,0.47,"feed 15 - 24h 8 - 1st lysis, 0.47ng/ul"
GbS8815340,8010_55_e1,A3,33823,1,373,8010_55_e1_f15_1d9,8010_55_e1_f15_1d9,Anopheles_stephensi,0.88,"feed 15 - 24h 9 - 1st lysis, 0.88ng/ul"
GbS8815341,8010_55_e1,B3,33823,1,374,8010_55_e1_f15_1d10,8010_55_e1_f15_1d10,Anopheles_stephensi,0.95,"feed 15 - 24h 10 - 1st lysis, 0.95ng/ul"
GbS8815342,8010_55_e1,C3,33823,1,375,8010_55_e1_f15_1d11,8010_55_e1_f15_1d11,Anopheles_stephensi,0.52,"feed 15 - 24h 11 - 1st lysis, 0.52ng/ul"
GbS8815343,8010_55_e1,D3,33823,1,376,8010_55_e1_f15_1d12,8010_55_e1_f15_1d12,Anopheles_stephensi,0.85,"feed 15 - 24h 12 - 1st lysis, 0.85ng/ul"
GbS8815344,8010_55_e1,E3,33823,1,377,8010_55_e1_f15_1d13,8010_55_e1_f15_1d13,Anopheles_stephensi,0.54,"feed 15 - 24h 13 - 1st lysis, 0.54ng/ul"
GbS8815345,8010_55_e1,F3,33823,1,378,8010_55_e1_f15_1d14,8010_55_e1_f15_1d14,Anopheles_stephensi,0.65,"feed 15 - 24h 14 - 1st lysis, 0.65ng/ul"
GbS8815346,8010_55_e1,G3,33823,1,379,8010_55_e1_f15_1d15,8010_55_e1_f15_1d15,Anopheles_stephensi,0.9,"feed 15 - 24h 15 - 1st lysis, 0.90ng/ul"
GbS8815347,8010_55_e1,H3,33823,1,380,8010_55_e1_f15_1d16,8010_55_e1_f15_1d16,Anopheles_stephensi,1.06,"feed 15 - 24h 16 - 1st lysis, 1.06ng/ul"
GbS8815348,8010_55_e1,A4,33823,1,381,8010_55_e1_f15_8d1,8010_55_e1_f15_8d1,Anopheles_stephensi,0.47,"feed 15 - D8 1 - 1st lysis, 0.47ng/ul"
GbS8815349,8010_55_e1,B4,33823,1,382,8010_55_e1_f15_8d2,8010_55_e1_f15_8d2,Anopheles_stephensi,1.02,"feed 15 - D8 2 - 1st lysis, 1.02ng/ul"
GbS8815350,8010_55_e1,C4,33823,1,383,8010_55_e1_f15_8d3,8010_55_e1_f15_8d3,Anopheles_stephensi,0.56,"feed 15 - D8 3 - 1st lysis, 0.56ng/ul"
GbS8815351,8010_55_e1,D4,33823,1,384,8010_55_e1_f15_8d4,8010_55_e1_f15_8d4,Anopheles_stephensi,1.03,"feed 15 - D8 4 - 1st lysis, 1.03ng/ul"
GbS8815352,8010_55_e1,E4,33823,1,385,8010_55_e1_f15_8d5,8010_55_e1_f15_8d5,Anopheles_stephensi,0.77,"feed 15 - D8 5 - 1st lysis, 0.77ng/ul"
GbS8815353,8010_55_e1,F4,33823,1,386,8010_55_e1_f15_8d6,8010_55_e1_f15_8d6,Anopheles_stephensi,0.7,"feed 15 - D8 6 - 1st lysis, 0.70ng/ul"
GbS8815354,8010_55_e1,G4,33823,1,387,8010_55_e1_f15_8d7,8010_55_e1_f15_8d7,Anopheles_stephensi,0.68,"feed 15 - D8 7 - 1st lysis, 0.68ng/ul"
GbS8815355,8010_55_e1,H4,33823,1,388,8010_55_e1_f15_8d8,8010_55_e1_f15_8d8,Anopheles_stephensi,0.98,"feed 15 - D8 8 - 1st lysis, 0.98ng/ul"
GbS8815356,8010_55_e1,A5,33823,1,389,8010_55_e1_f15_8d9,8010_55_e1_f15_8d9,Anopheles_stephensi,1.33,"feed 15 - D8 9 - 1st lysis, 1.33ng/ul"
GbS8815357,8010_55_e1,B5,33823,1,390,8010_55_e1_f15_8d10,8010_55_e1_f15_8d10,Anopheles_stephensi,1.04,"feed 15 - D8 10 - 1st lysis, 1.04ng/ul"
GbS8815358,8010_55_e1,C5,33823,1,391,8010_55_e1_f15_8d11,8010_55_e1_f15_8d11,Anopheles_stephensi,0.76,"feed 15 - D8 11 - 1st lysis, 0.76ng/ul"
GbS8815359,8010_55_e1,D5,33823,1,392,8010_55_e1_f15_8d12,8010_55_e1_f15_8d12,Anopheles_stephensi,0.76,"feed 15 - D8 12 - 1st lysis, 0.76ng/ul"
GbS8815360,8010_55_e1,E5,33823,1,393,8010_55_e1_f15_8d13,8010_55_e1_f15_8d13,Anopheles_stephensi,0.69,"feed 15 - D8 13 - 1st lysis, 0.69ng/ul"
GbS8815361,8010_55_e1,F5,33823,1,394,8010_55_e1_f15_8d14,8010_55_e1_f15_8d14,Anopheles_stephensi,1.05,"feed 15 - D8 14 - 1st lysis, 1.05ng/ul"
GbS8815362,8010_55_e1,G5,33823,1,395,8010_55_e1_f15_8d15,8010_55_e1_f15_8d15,Anopheles_stephensi,0.77,"feed 15 - D8 15 - 1st lysis, 0.77ng/ul"
GbS8815363,8010_55_e1,H5,33823,1,396,8010_55_e1_f15_8d16,8010_55_e1_f15_8d16,Anopheles_stephensi,0.98,"feed 15 - D8 16 - 1st lysis, 0.98ng/ul"
GbS8815364,8010_55_e1,A6,33823,1,397,8010_55_e1_f15_13d1,8010_55_e1_f15_13d1,Anopheles_stephensi,0.71,"feed 15 - D13 1 - 1st lysis, 0.71ng/ul"
GbS8815365,8010_55_e1,B6,33823,1,398,8010_55_e1_f15_13d2,8010_55_e1_f15_13d2,Anopheles_stephensi,0.72,"feed 15 - D13 2 - 1st lysis, 0.72ng/ul"
GbS8815366,8010_55_e1,C6,33823,1,399,8010_55_e1_f15_13d3,8010_55_e1_f15_13d3,Anopheles_stephensi,0.7,"feed 15 - D13 3 - 1st lysis, 0.70ng/ul"
GbS8815367,8010_55_e1,D6,33823,1,400,8010_55_e1_f15_13d4,8010_55_e1_f15_13d4,Anopheles_stephensi,0.54,"feed 15 - D13 4 - 1st lysis, 0.54ng/ul"
GbS8815368,8010_55_e1,E6,33823,1,401,8010_55_e1_f15_13d5,8010_55_e1_f15_13d5,Anopheles_stephensi,0.5,"feed 15 - D13 5 - 1st lysis, 0.50ng/ul"
GbS8815369,8010_55_e1,F6,33823,1,402,8010_55_e1_f15_13d6,8010_55_e1_f15_13d6,Anopheles_stephensi,0.53,"feed 15 - D13 6 - 1st lysis, 0.53ng/ul"
GbS8815370,8010_55_e1,G6,33823,1,403,8010_55_e1_f15_13d7,8010_55_e1_f15_13d7,Anopheles_stephensi,0.85,"feed 15 - D13 7 - 1st lysis, 0.85ng/ul"
GbS8815371,8010_55_e1,H6,33823,1,404,8010_55_e1_f15_13d8,8010_55_e1_f15_13d8,Anopheles_stephensi,0.88,"feed 15 - D13 8 - 1st lysis, 0.88ng/ul"
GbS8815372,8010_55_e1,A7,33823,1,405,8010_55_e1_f15_14d1,8010_55_e1_f15_14d1,Anopheles_stephensi,0.67,"feed 15 - D14 1 - 1st lysis, 0.67ng/ul"
GbS8815373,8010_55_e1,B7,33823,1,406,8010_55_e1_f15_14d2,8010_55_e1_f15_14d2,Anopheles_stephensi,0.79,"feed 15 - D14 2 - 1st lysis, 0.79ng/ul"
GbS8815374,8010_55_e1,C7,33823,1,407,8010_55_e1_f15_14d3,8010_55_e1_f15_14d3,Anopheles_stephensi,0.82,"feed 15 - D14 3 - 1st lysis, 0.82ng/ul"
GbS8815375,8010_55_e1,D7,33823,1,408,8010_55_e1_f15_14d4,8010_55_e1_f15_14d4,Anopheles_stephensi,0.92,"feed 15 - D14 4 - 1st lysis, 0.92ng/ul"
GbS8815376,8010_55_e1,E7,33823,1,409,8010_55_e1_f15_14d5,8010_55_e1_f15_14d5,Anopheles_stephensi,0.72,"feed 15 - D14 5 - 1st lysis, 0.72ng/ul"
GbS8815377,8010_55_e1,F7,33823,1,410,8010_55_e1_f15_14d6,8010_55_e1_f15_14d6,Anopheles_stephensi,0.63,"feed 15 - D14 6 - 1st lysis, 0.63ng/ul"
GbS8815378,8010_55_e1,G7,33823,1,411,8010_55_e1_f15_14d7,8010_55_e1_f15_14d7,Anopheles_stephensi,0.44,"feed 15 - D14 7 - 1st lysis, 0.44ng/ul"
GbS8815379,8010_55_e1,H7,33823,1,412,8010_55_e1_f15_14d8,8010_55_e1_f15_14d8,Anopheles_stephensi,0.62,"feed 15 - D14 8 - 1st lysis, 0.62ng/ul"
GbS8815380,8010_55_e1,A8,33823,1,413,8010_55_e1_blank,8010_55_e1_blank,blank_sample,0,blank
GbS8815381,8010_55_e1,A9,33823,1,414,8010_55_e1_f16_1d1,8010_55_e1_f16_1d1,Anopheles_stephensi,0.71,"feed 16 - 24h 1 - 1st lysis, 0.71ng/ul"
GbS8815382,8010_55_e1,B9,33823,1,415,8010_55_e1_f16_1d2,8010_55_e1_f16_1d2,Anopheles_stephensi,1.32,"feed 16 - 24h 2 - 1st lysis, 1.32ng/ul"
GbS8815383,8010_55_e1,C9,33823,1,416,8010_55_e1_f16_1d3,8010_55_e1_f16_1d3,Anopheles_stephensi,1.21,"feed 16 - 24h 3 - 1st lysis, 1.21ng/ul"
GbS8815384,8010_55_e1,D9,33823,1,417,8010_55_e1_f16_1d4,8010_55_e1_f16_1d4,Anopheles_stephensi,1.06,"feed 16 - 24h 4 - 1st lysis, 1.06ng/ul"
