Sanger_Sample_Id,Supplier_sample_name,Run,Lane,Tag,Original_well,Source_sample,Species,Extraction,Conc_ng_ul,Sex,Notes,Replicate,Replicate_description
mxPCR7817479,AnophelesP2_1.25x_H10,28131,1,316,H10,Avin-B0004,Anopheles_vinckei,QIAGEN,0.4,female,vin.B0004 (1:10),Avin-B0004-rep3,1.25x mastermix
mxPCR7817480,AnophelesP2_1.25x_A11,28131,1,317,A11,Avin-B0009,Anopheles_vinckei,QIAGEN,0.4,female,vin.B0009 (1:10),Avin-B0009-rep3,1.25x mastermix
mxPCR7817481,AnophelesP2_1.25x_B11,28131,1,318,B11,Avin-M0004,Anopheles_vinckei,QIAGEN,0.27,female,vin.M0004 (1:10),Avin-M0004-rep3,1.25x mastermix
mxPCR7817482,AnophelesP2_1.25x_C11,28131,1,319,C11,Avin-M0009,Anopheles_vinckei,QIAGEN,0.24,female,vin.M0009 (1:10),Avin-M0009-rep3,1.25x mastermix
mxPCR7817483,AnophelesP2_1.25x_D11,28131,1,320,D11,Avin-M0012,Anopheles_vinckei,QIAGEN,0.34,female,vin.M0012 (1:10),Avin-M0012-rep3,1.25x mastermix
mxPCR7817484,AnophelesP2_1.25x_E11,28131,1,321,E11,Agam-30,Anopheles_gambiae,CTAB,0.57,female,gam.30 (1:10),Agam-30-rep3,1.25x mastermix
mxPCR7817485,AnophelesP2_1.25x_F11,28131,1,322,F11,Agam-32,Anopheles_gambiae,CTAB,0.6,female,gam.32 (1:10),Agam-32-rep3,1.25x mastermix
mxPCR7817486,AnophelesP2_1.25x_G11,28131,1,323,G11,Agam-35,Anopheles_gambiae,CTAB,0.71,female,gam.35 (1:10),Agam-35-rep3,1.25x mastermix
mxPCR7817487,AnophelesP2_1.25x_H11,28131,1,324,H11,Agam-37,Anopheles_gambiae,CTAB,0.75,female,gam.37 (1:10),Agam-37-rep3,1.25x mastermix
mxPCR7817488,AnophelesP2_1.25x_A12,28131,1,325,A12,Agam-38,Anopheles_gambiae,CTAB,0.37,female,gam.38 (1:10),Agam-38-rep3,1.25x mastermix
mxPCR7817489,AnophelesP2_1.25x_B12,28131,1,326,B12,Anils-7,Anopheles_nili_ss,QIAGEN,0.75,female,nils.7 (1:10),Anils-7-rep3,1.25x mastermix
mxPCR7817490,AnophelesP2_1.25x_C12,28131,1,327,C12,Acar-191,Anopheles_carnevalei,QIAGEN,0.27,female,car.191 (1:10),Acar-191-rep3,1.25x mastermix
mxPCR7817491,AnophelesP2_1.25x_D12,28131,1,328,D12,Acar-192,Anopheles_carnevalei,QIAGEN,0.35,female,car.192 (1:10),Acar-192-rep3,1.25x mastermix
mxPCR7817492,AnophelesP2_1.25x_E12,28131,1,329,E12,Acar-193,Anopheles_carnevalei,QIAGEN,0.34,female,car.193 (1:10),Acar-193-rep3,1.25x mastermix
mxPCR7817493,AnophelesP2_1.25x_F12,28131,1,330,F12,Acar-194,Anopheles_carnevalei,QIAGEN,0.45,female,car.194 (1:10),Acar-194-rep3,1.25x mastermix
mxPCR7817494,AnophelesP2_1.25x_G12,28131,1,331,G12,Acar-195,Anopheles_carnevalei,QIAGEN,0.35,female,car.195 (1:10),Acar-195-rep3,1.25x mastermix
mxPCR7817495,AnophelesP2_1.25x_H12,28131,1,332,H12,Water5,blank_sample,,0,,water,Water5-rep3,1.25x mastermix
mxPCR7817539,AnophelesP2_1x_H04_aptamer,28131,1,28,H4,Water4,blank_sample,,0,,water,Water4-rep4,1x mastermix with aptamer
